StateCode,CountyCode,SiteNum,ParameterCode,POC,Latitude,Longitude,Datum,ParameterName,SampleDuration,PollutantStandard,DateLocal,UnitsOfMeasure,EventType,ObservationCount,ObservationPercent,ArithmeticMean,stMaxValue,stMaxHour,AQI,MethodCode,MethodName,LocalSiteName,Address,StateName,CountyName,CityName,CBSAName,DateOfLastChange,Year,Month,HMSFLAG,HMSFLAGCHECKED
6,37,2,88101,1,34.1365,-117.92391,83,2.5,24,PM25 24-hour 2006,2007-10-26,Micrograms/cubic meter (LC),None,1,100,56.5,56.5,0,152,120,"Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC",Azusa,803,California,Los Angeles,Azusa,"Los Angeles-Long Beach-Anaheim, CA",2015-04-01,2007,10,1,1
6,37,2,88101,1,34.1365,-117.92391,83,2.5,24,PM25 24-hour 2006,2008-11-16,Micrograms/cubic meter (LC),None,1,100,48.1,48.1,0,132,120,"Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC",Azusa,803,California,Los Angeles,Azusa,"Los Angeles-Long Beach-Anaheim, CA",2015-04-01,2008,11,1,1
6,37,2,88101,1,34.1365,-117.92391,84,2.5,24,PM25 24-hour 2006,2009-08-26,Micrograms/cubic meter (LC),Included,1,100,72,72,0,160,120,"Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC",Azusa,803,California,Los Angeles,Azusa,"Los Angeles-Long Beach-Anaheim, CA",2015-04-01,2009,8,1,1
6,37,2,88101,1,34.1365,-117.92391,84,2.5,24,PM25 24-hour 2006,2009-08-26,Micrograms/cubic meter (LC),Included,1,100,72,72,0,160,120,"Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC",Azusa,803,California,Los Angeles,Azusa,"Los Angeles-Long Beach-Anaheim, CA",2015-04-01,2009,8,1,1
6,37,2,88101,1,34.1365,-117.92391,84,2.5,24,PM25 24-hour 2006,2009-08-26,Micrograms/cubic meter (LC),None,1,100,72,72,0,160,120,"Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC",Azusa,803,California,Los Angeles,Azusa,"Los Angeles-Long Beach-Anaheim, CA",2015-04-01,2009,8,1,1
6,37,2,88101,1,34.1365,-117.92391,84,2.5,24,PM25 24-hour 2006,2009-08-26,Micrograms/cubic meter (LC),None,1,100,72,72,0,160,120,"Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC",Azusa,803,California,Los Angeles,Azusa,"Los Angeles-Long Beach-Anaheim, CA",2015-04-01,2009,8,1,1
6,37,2,88101,1,34.1365,-117.92391,84,2.5,24,PM25 24-hour 2012,2020-09-12,Micrograms/cubic meter (LC),None,1,100,102.7,102.7,0,175,143,"R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric",Azusa,803,California,Los Angeles,Azusa,"Los Angeles-Long Beach-Anaheim, CA",2022-07-05,2020,9,1,1
6,37,2,88101,21,34.1365,-117.92391,84,2.5,24,PM25 24-hour 2012,2020-09-15,Micrograms/cubic meter (LC),None,1,100,53.1,53.1,0,144,143,"R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric",Azusa,803,California,Los Angeles,Azusa,"Los Angeles-Long Beach-Anaheim, CA",2022-10-19,2020,9,1,1
6,37,2,88101,1,34.1365,-117.92391,84,2.5,24,PM25 24-hour 2012,2020-10-06,Micrograms/cubic meter (LC),None,1,100,36,36,0,102,143,"R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric",Azusa,803,California,Los Angeles,Azusa,"Los Angeles-Long Beach-Anaheim, CA",2022-07-05,2020,10,1,1
6,37,2,88101,21,34.1365,-117.92391,84,2.5,24,PM25 24-hour 2012,2020-10-27,Micrograms/cubic meter (LC),None,1,100,50.3,50.3,0,137,143,"R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric",Azusa,803,California,Los Angeles,Azusa,"Los Angeles-Long Beach-Anaheim, CA",2022-10-19,2020,10,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2008-06-25,Micrograms/cubic meter (LC),None,24,100,35.791667,57,23,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2008,6,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2008-06-25,Micrograms/cubic meter (LC),None,24,100,35.791667,57,23,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2008,6,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2008-06-25,Micrograms/cubic meter (LC),None,1,100,35.7,35.7,23,101,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2008,6,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2008-06-25,Micrograms/cubic meter (LC),None,1,100,35.7,35.7,23,101,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2008,6,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2008-07-04,Micrograms/cubic meter (LC),None,24,100,43.833333,145,23,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2008,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2008-07-04,Micrograms/cubic meter (LC),None,24,100,43.833333,145,23,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2008,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2008-07-04,Micrograms/cubic meter (LC),None,1,100,43.8,43.8,23,121,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2008,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2008-07-04,Micrograms/cubic meter (LC),None,1,100,43.8,43.8,23,121,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2008,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2008-11-16,Micrograms/cubic meter (LC),None,24,100,49.333333,115,16,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2008,11,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2008-11-16,Micrograms/cubic meter (LC),None,24,100,49.333333,115,16,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2008,11,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2008-11-16,Micrograms/cubic meter (LC),None,1,100,49.3,49.3,23,135,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2008,11,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2008-11-16,Micrograms/cubic meter (LC),None,1,100,49.3,49.3,23,135,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2008,11,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2009-08-16,Micrograms/cubic meter (LC),None,24,100,37.125,49,10,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2009-08-16,Micrograms/cubic meter (LC),None,24,100,37.125,49,10,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2009-08-16,Micrograms/cubic meter (LC),None,1,100,37.1,37.1,23,105,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2009-08-16,Micrograms/cubic meter (LC),None,1,100,37.1,37.1,23,105,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2009-08-26,Micrograms/cubic meter (LC),None,22,92,82.909091,193,3,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2009-08-26,Micrograms/cubic meter (LC),None,22,92,82.909091,193,3,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2009-08-26,Micrograms/cubic meter (LC),None,1,100,82.9,82.9,23,165,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2009-08-26,Micrograms/cubic meter (LC),None,1,100,82.9,82.9,23,165,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2009-08-27,Micrograms/cubic meter (LC),None,23,96,66.73913,223,1,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2009-08-27,Micrograms/cubic meter (LC),None,23,96,66.73913,223,1,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2009-08-27,Micrograms/cubic meter (LC),None,1,100,66.7,66.7,23,157,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2009-08-27,Micrograms/cubic meter (LC),None,1,100,66.7,66.7,23,157,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2009-08-31,Micrograms/cubic meter (LC),None,24,100,66.166667,200,7,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2009-08-31,Micrograms/cubic meter (LC),None,24,100,66.166667,200,7,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2009-08-31,Micrograms/cubic meter (LC),None,1,100,66.1,66.1,23,156,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2009-08-31,Micrograms/cubic meter (LC),None,1,100,66.1,66.1,23,156,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2009,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2009-09-03,Micrograms/cubic meter (LC),None,24,100,36.625,91,4,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2009,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2009-09-03,Micrograms/cubic meter (LC),None,24,100,36.625,91,4,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-06-10,2009,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2009-09-03,Micrograms/cubic meter (LC),None,1,100,36.6,36.6,23,104,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2009,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2009-09-03,Micrograms/cubic meter (LC),None,1,100,36.6,36.6,23,104,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2013-03-15,2009,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2013-07-05,Micrograms/cubic meter (LC),Included,24,100,78.458333,183,0,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-29,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2013-07-05,Micrograms/cubic meter (LC),Included,24,100,78.458333,183,0,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-29,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2013-07-05,Micrograms/cubic meter (LC),Included,24,100,78.458333,183,0,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-29,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2013-07-05,Micrograms/cubic meter (LC),Included,24,100,78.458333,183,0,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-29,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2013-07-05,Micrograms/cubic meter (LC),None,24,100,78.458333,183,0,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-04,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2013-07-05,Micrograms/cubic meter (LC),None,24,100,78.458333,183,0,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-04,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2013-07-05,Micrograms/cubic meter (LC),None,24,100,78.458333,183,0,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-04,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2013-07-05,Micrograms/cubic meter (LC),None,24,100,78.458333,183,0,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-04,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2013-07-05,Micrograms/cubic meter (LC),None,1,100,78.4,78.4,23,163,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-04,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2013-07-05,Micrograms/cubic meter (LC),None,1,100,78.4,78.4,23,163,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-04,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2013-07-05,Micrograms/cubic meter (LC),None,1,100,78.4,78.4,23,163,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-04,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2013-07-05,Micrograms/cubic meter (LC),None,1,100,78.4,78.4,23,163,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-04,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2013-07-05,Micrograms/cubic meter (LC),Included,1,100,78.4,78.4,23,163,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-29,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2013-07-05,Micrograms/cubic meter (LC),Included,1,100,78.4,78.4,23,163,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-29,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2013-07-05,Micrograms/cubic meter (LC),Included,1,100,78.4,78.4,23,163,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-29,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2013-07-05,Micrograms/cubic meter (LC),Included,1,100,78.4,78.4,23,163,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2014-04-29,2013,7,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2020-08-14,Micrograms/cubic meter (LC),None,24,100,39.533333,116.1,11,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2020-08-14,Micrograms/cubic meter (LC),None,24,100,39.533333,116.1,11,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2020-08-14,Micrograms/cubic meter (LC),None,1,100,39.5,39.5,23,111,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2020-08-14,Micrograms/cubic meter (LC),None,1,100,39.5,39.5,23,111,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,8,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2020-09-12,Micrograms/cubic meter (LC),None,24,100,110.170833,260.5,13,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2020-09-12,Micrograms/cubic meter (LC),None,24,100,110.170833,260.5,13,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2020-09-12,Micrograms/cubic meter (LC),None,1,100,110.1,110.1,23,179,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2020-09-12,Micrograms/cubic meter (LC),None,1,100,110.1,110.1,23,179,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2020-09-13,Micrograms/cubic meter (LC),None,24,100,82.5625,124.1,1,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2020-09-13,Micrograms/cubic meter (LC),None,24,100,82.5625,124.1,1,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2020-09-13,Micrograms/cubic meter (LC),None,1,100,82.5,82.5,23,165,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2020-09-13,Micrograms/cubic meter (LC),None,1,100,82.5,82.5,23,165,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2020-09-14,Micrograms/cubic meter (LC),None,24,100,71.333333,106.9,12,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2020-09-14,Micrograms/cubic meter (LC),None,24,100,71.333333,106.9,12,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2020-09-14,Micrograms/cubic meter (LC),None,1,100,71.3,71.3,23,159,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2020-09-14,Micrograms/cubic meter (LC),None,1,100,71.3,71.3,23,159,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2020-09-15,Micrograms/cubic meter (LC),None,24,100,59.708333,107.1,23,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2020-09-15,Micrograms/cubic meter (LC),None,24,100,59.708333,107.1,23,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2020-09-15,Micrograms/cubic meter (LC),None,1,100,59.7,59.7,23,153,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2020-09-15,Micrograms/cubic meter (LC),None,1,100,59.7,59.7,23,153,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2020-09-16,Micrograms/cubic meter (LC),None,24,100,71.2125,143.8,2,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2020-09-16,Micrograms/cubic meter (LC),None,24,100,71.2125,143.8,2,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2020-09-16,Micrograms/cubic meter (LC),None,1,100,71.2,71.2,23,159,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2020-09-16,Micrograms/cubic meter (LC),None,1,100,71.2,71.2,23,159,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,9,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2020-10-04,Micrograms/cubic meter (LC),None,24,100,36.366667,55.7,20,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,10,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,1,<undefined>,2020-10-04,Micrograms/cubic meter (LC),None,24,100,36.366667,55.7,20,NaN,731,"Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,10,1,1
6,37,16,88502,3,34.14435,-117.85036,84,2.5,24,<undefined>,2020-10-04,Micrograms/cubic meter (LC),None,1,100,36.3,36.3,23,103,NaN,"-",Glendora,840,California,Los Angeles,Glendora,"Los Angeles-Long Beach-Anaheim, CA",2021-04-22,2020,10,1,1
