"","run","receptor","hour_along","traj_dt","lat","lon","height","traj_dt_i","lat_i","lon_i","height_i","pressure","theta","air_temp","rainfall","mixdepth","rh","sp_humidity","h2o_mixrate","terr_msl","sun_flux"
"1",1,1,0,2018-11-12 00:00:00,33.86,-118.201,10,2018-11-12 00:00:00,33.859662,-118.200707,10,961.4,294.6,291.3,0,683.4,32.7,4.4,4.4,NA,NA
"2",1,1,-1,2018-11-11 23:00:00,33.862,-118.181,11,2018-11-12 00:00:00,33.859662,-118.200707,10,961,294,290.7,0,621.6,35.2,4.5,4.6,NA,NA
"3",1,1,-2,2018-11-11 22:00:00,33.869,-118.143,12.3,2018-11-12 00:00:00,33.859662,-118.200707,10,960.2,293.4,290,0,560.1,37.5,4.6,4.7,NA,NA
"4",1,1,-3,2018-11-11 21:00:00,33.881,-118.085,13.6,2018-11-12 00:00:00,33.859662,-118.200707,10,959,292.8,289.3,0,498.5,39.6,4.7,4.7,NA,NA
"5",1,1,-4,2018-11-11 20:00:00,33.897,-118.005,15.2,2018-11-12 00:00:00,33.859662,-118.200707,10,957.3,292.3,288.6,0,435.5,41.4,4.7,4.7,NA,NA
"6",1,1,-5,2018-11-11 19:00:00,33.919,-117.904,17,2018-11-12 00:00:00,33.859662,-118.200707,10,955.2,291.7,287.8,0,369.6,43,4.6,4.7,NA,NA
"7",1,1,-6,2018-11-11 18:00:00,33.947,-117.781,18.9,2018-11-12 00:00:00,33.859662,-118.200707,10,952.5,291,287,0,299,44.2,4.5,4.6,NA,NA
"8",1,1,-7,2018-11-11 17:00:00,33.975,-117.645,21,2018-11-12 00:00:00,33.859662,-118.200707,10,948.7,290.4,286,0,292.2,44.4,4.3,4.3,NA,NA
"9",1,1,-8,2018-11-11 16:00:00,33.996,-117.509,23.1,2018-11-12 00:00:00,33.859662,-118.200707,10,945,289.7,285.1,0,285,44.7,4.1,4.1,NA,NA
"10",1,1,-9,2018-11-11 15:00:00,34.012,-117.376,25.2,2018-11-12 00:00:00,33.859662,-118.200707,10,943.1,289.1,284.3,0,287.9,45.4,3.9,4,NA,NA
"11",1,1,-10,2018-11-11 14:00:00,34.027,-117.249,27.2,2018-11-12 00:00:00,33.859662,-118.200707,10,941.5,288.4,283.4,0,284.6,46.3,3.8,3.8,NA,NA
"12",1,1,-11,2018-11-11 13:00:00,34.041,-117.129,29.1,2018-11-12 00:00:00,33.859662,-118.200707,10,939.9,287.7,282.7,0,275,47.2,3.7,3.7,NA,NA
"13",1,1,-12,2018-11-11 12:00:00,34.053,-117.014,30.8,2018-11-12 00:00:00,33.859662,-118.200707,10,938.5,287,281.9,0,259.6,48.3,3.6,3.6,NA,NA
"14",1,1,-13,2018-11-11 11:00:00,34.066,-116.914,32.2,2018-11-12 00:00:00,33.859662,-118.200707,10,937.5,288,282.7,0,259.5,46.6,3.7,3.7,NA,NA
"15",1,1,-14,2018-11-11 10:00:00,34.081,-116.836,33.4,2018-11-12 00:00:00,33.859662,-118.200707,10,936.4,288.9,283.5,0,258.5,44.9,3.7,3.8,NA,NA
"16",1,1,-15,2018-11-11 09:00:00,34.097,-116.782,34.2,2018-11-12 00:00:00,33.859662,-118.200707,10,935.5,289.9,284.4,0,256.8,43.3,3.8,3.8,NA,NA
"17",1,1,-16,2018-11-11 08:00:00,34.111,-116.751,34.7,2018-11-12 00:00:00,33.859662,-118.200707,10,934.6,290.9,285.3,0,254.6,41.8,3.9,3.9,NA,NA
"18",1,1,-17,2018-11-11 07:00:00,34.122,-116.743,34.9,2018-11-12 00:00:00,33.859662,-118.200707,10,934,291.9,286.2,0,252.3,40.4,4,4,NA,NA
"19",1,1,-18,2018-11-11 06:00:00,34.128,-116.757,34.7,2018-11-12 00:00:00,33.859662,-118.200707,10,933.5,292.8,287.1,0,250,39.2,4.1,4.2,NA,NA
"20",1,1,-19,2018-11-11 05:00:00,34.128,-116.791,34.4,2018-11-12 00:00:00,33.859662,-118.200707,10,933.6,293.7,287.9,0,305.9,36.5,4.1,4.1,NA,NA
"21",1,1,-20,2018-11-11 04:00:00,34.117,-116.84,34,2018-11-12 00:00:00,33.859662,-118.200707,10,933.9,294.5,288.8,0,359.3,34.1,4,4,NA,NA
"22",1,1,-21,2018-11-11 03:00:00,34.095,-116.906,33.7,2018-11-12 00:00:00,33.859662,-118.200707,10,934.6,295.3,289.6,0,408.6,31.7,3.9,4,NA,NA
"23",1,1,-22,2018-11-11 02:00:00,34.063,-116.99,33.3,2018-11-12 00:00:00,33.859662,-118.200707,10,935.7,296.1,290.5,0,451.9,29.6,3.9,3.9,NA,NA
"24",1,1,-23,2018-11-11 01:00:00,34.023,-117.09,32.9,2018-11-12 00:00:00,33.859662,-118.200707,10,937,296.8,291.3,0,486.9,27.4,3.8,3.8,NA,NA
"25",1,1,-24,2018-11-11 00:00:00,33.974,-117.208,32.4,2018-11-12 00:00:00,33.859662,-118.200707,10,938.6,297.5,292.1,0,510.7,25.4,3.7,3.7,NA,NA
"26",1,1,-25,2018-11-10 23:00:00,33.928,-117.321,32.1,2018-11-12 00:00:00,33.859662,-118.200707,10,940.6,297,291.8,0,458.5,27,3.8,3.8,NA,NA
"27",1,1,-26,2018-11-10 22:00:00,33.893,-117.407,32.1,2018-11-12 00:00:00,33.859662,-118.200707,10,942.2,296.6,291.5,0,417,28.5,3.9,4,NA,NA
"28",1,1,-27,2018-11-10 21:00:00,33.868,-117.466,32.3,2018-11-12 00:00:00,33.859662,-118.200707,10,943.4,296.1,291.2,0,384.5,29.7,4,4.1,NA,NA
"29",1,1,-28,2018-11-10 20:00:00,33.853,-117.499,32.8,2018-11-12 00:00:00,33.859662,-118.200707,10,944.3,295.8,290.9,0,358.6,30.6,4.1,4.1,NA,NA
"30",1,1,-29,2018-11-10 19:00:00,33.845,-117.505,33.6,2018-11-12 00:00:00,33.859662,-118.200707,10,944.8,295.4,290.6,0,336.5,31.3,4.1,4.1,NA,NA
"31",1,1,-30,2018-11-10 18:00:00,33.847,-117.485,34.7,2018-11-12 00:00:00,33.859662,-118.200707,10,944.9,295.1,290.3,0,315.6,31.7,4.1,4.1,NA,NA
"32",1,1,-31,2018-11-10 17:00:00,33.859,-117.446,36,2018-11-12 00:00:00,33.859662,-118.200707,10,944.1,294.3,289.5,0,305.1,31.9,3.9,3.9,NA,NA
"33",1,1,-32,2018-11-10 16:00:00,33.886,-117.397,37.7,2018-11-12 00:00:00,33.859662,-118.200707,10,942.8,293.6,288.6,0,295,31.7,3.7,3.7,NA,NA
"34",1,1,-33,2018-11-10 15:00:00,33.927,-117.339,39.6,2018-11-12 00:00:00,33.859662,-118.200707,10,941,292.8,287.7,0,284.7,31.3,3.4,3.4,NA,NA
"35",1,1,-34,2018-11-10 14:00:00,33.984,-117.269,41.8,2018-11-12 00:00:00,33.859662,-118.200707,10,938.9,291.9,286.7,0,274.1,30.7,3.1,3.1,NA,NA
"36",1,1,-35,2018-11-10 13:00:00,34.058,-117.188,44.4,2018-11-12 00:00:00,33.859662,-118.200707,10,936.2,291,285.6,0,262.6,29.7,2.8,2.8,NA,NA
"37",1,1,-36,2018-11-10 12:00:00,34.149,-117.092,47.2,2018-11-12 00:00:00,33.859662,-118.200707,10,933.1,290.1,284.4,0,250,28.4,2.5,2.5,NA,NA
"38",1,1,-37,2018-11-10 11:00:00,34.252,-116.987,50.3,2018-11-12 00:00:00,33.859662,-118.200707,10,930.3,289.9,283.9,0,250,26.1,2.2,2.3,NA,NA
"39",1,1,-38,2018-11-10 10:00:00,34.359,-116.876,53.6,2018-11-12 00:00:00,33.859662,-118.200707,10,927.3,289.7,283.5,0,250,24,2,2,NA,NA
