"","run","receptor","hour_along","traj_dt","lat","lon","height","traj_dt_i","lat_i","lon_i","height_i","pressure","theta","air_temp","rainfall","mixdepth","rh","sp_humidity","h2o_mixrate","terr_msl","sun_flux"
"1",1,1,0,2007-10-26 00:00:00,34,-117.416,10,2007-10-26 00:00:00,33.99958,-117.41601,10,940,305.3,299.9,0,346.5,20.2,4.7,4.7,NA,NA
"2",1,1,-1,2007-10-25 23:00:00,33.934,-117.514,9.8,2007-10-26 00:00:00,33.99958,-117.41601,10,942.7,304.2,299,0,307.9,21.7,4.8,4.8,NA,NA
"3",1,1,-2,2007-10-25 22:00:00,33.893,-117.588,9.6,2007-10-26 00:00:00,33.99958,-117.41601,10,945.5,303,298.2,0,293.7,23.7,4.9,5,NA,NA
"4",1,1,-3,2007-10-25 21:00:00,33.874,-117.636,9.4,2007-10-26 00:00:00,33.99958,-117.41601,10,947.3,302,297.3,0,281.7,25.3,5,5,NA,NA
"5",1,1,-4,2007-10-25 20:00:00,33.877,-117.66,9.1,2007-10-26 00:00:00,33.99958,-117.41601,10,948.1,301.2,296.6,0,270.9,26.7,5,5.1,NA,NA
"6",1,1,-5,2007-10-25 19:00:00,33.898,-117.656,8.8,2007-10-26 00:00:00,33.99958,-117.41601,10,948.1,300.4,295.8,0,260.6,27.6,5,5,NA,NA
"7",1,1,-6,2007-10-25 18:00:00,33.937,-117.623,8.6,2007-10-26 00:00:00,33.99958,-117.41601,10,947.2,299.7,295.1,0,250,28.1,4.8,4.9,NA,NA
"8",1,1,-7,2007-10-25 17:00:00,33.983,-117.567,8.4,2007-10-26 00:00:00,33.99958,-117.41601,10,945.2,299.4,294.6,0,250,27.6,4.6,4.7,NA,NA
"9",1,1,-8,2007-10-25 16:00:00,34.029,-117.495,8.1,2007-10-26 00:00:00,33.99958,-117.41601,10,942.9,299.1,294.1,0,250.1,27.1,4.4,4.4,NA,NA
"10",1,1,-9,2007-10-25 15:00:00,34.076,-117.408,7.7,2007-10-26 00:00:00,33.99958,-117.41601,10,941.5,298.7,293.5,0,250.9,27.3,4.3,4.3,NA,NA
"11",1,1,-10,2007-10-25 14:00:00,34.126,-117.304,7.3,2007-10-26 00:00:00,33.99958,-117.41601,10,940,298.2,292.9,0,251.2,27.5,4.2,4.2,NA,NA
"12",1,1,-11,2007-10-25 13:00:00,34.181,-117.184,6.9,2007-10-26 00:00:00,33.99958,-117.41601,10,938.3,297.7,292.3,0,250.9,27.8,4.1,4.1,NA,NA
"13",1,1,-12,2007-10-25 12:00:00,34.241,-117.047,6.4,2007-10-26 00:00:00,33.99958,-117.41601,10,936.5,297.2,291.6,0,250,28,3.9,4,NA,NA
"14",1,1,-13,2007-10-25 11:00:00,34.298,-116.904,6,2007-10-26 00:00:00,33.99958,-117.41601,10,935,298.3,292.6,0,261.1,25.9,3.9,3.9,NA,NA
"15",1,1,-14,2007-10-25 10:00:00,34.339,-116.77,5.5,2007-10-26 00:00:00,33.99958,-117.41601,10,933.9,299.4,293.6,0,271.1,23.9,3.8,3.8,NA,NA
"16",1,1,-15,2007-10-25 09:00:00,34.362,-116.643,5.1,2007-10-26 00:00:00,33.99958,-117.41601,10,933.3,300.4,294.5,0,279.8,22,3.7,3.7,NA,NA
"17",1,1,-16,2007-10-25 08:00:00,34.366,-116.526,4.8,2007-10-26 00:00:00,33.99958,-117.41601,10,933.3,301.4,295.5,0,286.9,20.1,3.6,3.6,NA,NA
"18",1,1,-17,2007-10-25 07:00:00,34.35,-116.417,4.4,2007-10-26 00:00:00,33.99958,-117.41601,10,933.8,302.3,296.4,0,292.5,18.4,3.5,3.5,NA,NA
"19",1,1,-18,2007-10-25 06:00:00,34.313,-116.318,4.1,2007-10-26 00:00:00,33.99958,-117.41601,10,934.9,303.2,297.3,0,296.5,16.7,3.3,3.4,NA,NA
"20",1,1,-19,2007-10-25 05:00:00,34.267,-116.229,3.8,2007-10-26 00:00:00,33.99958,-117.41601,10,935.8,303.8,298,0,370.1,16,3.3,3.3,NA,NA
"21",1,1,-20,2007-10-25 04:00:00,34.222,-116.148,3.6,2007-10-26 00:00:00,33.99958,-117.41601,10,936.8,304.4,298.8,0,446.8,15.3,3.3,3.3,NA,NA
"22",1,1,-21,2007-10-25 03:00:00,34.179,-116.076,3.5,2007-10-26 00:00:00,33.99958,-117.41601,10,937.6,305.1,299.5,0,526.9,14.6,3.3,3.3,NA,NA
"23",1,1,-22,2007-10-25 02:00:00,34.138,-116.015,3.3,2007-10-26 00:00:00,33.99958,-117.41601,10,938.4,305.9,300.3,0,610.3,13.8,3.3,3.3,NA,NA
"24",1,1,-23,2007-10-25 01:00:00,34.099,-115.964,3.3,2007-10-26 00:00:00,33.99958,-117.41601,10,939.2,306.6,301.1,0,696.8,13.1,3.3,3.3,NA,NA
"25",1,1,-24,2007-10-25 00:00:00,34.062,-115.925,3.2,2007-10-26 00:00:00,33.99958,-117.41601,10,939.9,307.4,302,0,785.8,12.3,3.2,3.2,NA,NA
"26",1,1,-25,2007-10-24 23:00:00,34.032,-115.878,3.2,2007-10-26 00:00:00,33.99958,-117.41601,10,941.4,306.6,301.3,0,719.6,13.2,3.3,3.3,NA,NA
"27",1,1,-26,2007-10-24 22:00:00,34.014,-115.802,3.2,2007-10-26 00:00:00,33.99958,-117.41601,10,942.5,305.7,300.5,0,653.1,14.1,3.4,3.4,NA,NA
"28",1,1,-27,2007-10-24 21:00:00,34.008,-115.697,3.1,2007-10-26 00:00:00,33.99958,-117.41601,10,943.2,304.9,299.8,0,585.6,14.9,3.4,3.4,NA,NA
"29",1,1,-28,2007-10-24 20:00:00,34.015,-115.563,3,2007-10-26 00:00:00,33.99958,-117.41601,10,943.5,304.1,299.1,0,516.2,15.7,3.4,3.5,NA,NA
"30",1,1,-29,2007-10-24 19:00:00,34.034,-115.4,2.8,2007-10-26 00:00:00,33.99958,-117.41601,10,943.5,303.3,298.3,0,444.4,16.4,3.4,3.5,NA,NA
"31",1,1,-30,2007-10-24 18:00:00,34.068,-115.21,2.6,2007-10-26 00:00:00,33.99958,-117.41601,10,943,302.6,297.5,0,370.4,17,3.4,3.4,NA,NA
"32",1,1,-31,2007-10-24 17:00:00,34.126,-115.001,2.5,2007-10-26 00:00:00,33.99958,-117.41601,10,941,301.7,296.4,0,353.5,18,3.4,3.4,NA,NA
"33",1,1,-32,2007-10-24 16:00:00,34.212,-114.78,2.5,2007-10-26 00:00:00,33.99958,-117.41601,10,936.6,300.7,295.1,0,336.8,19.8,3.4,3.5,NA,NA
"34",1,1,-33,2007-10-24 15:00:00,34.324,-114.545,2.7,2007-10-26 00:00:00,33.99958,-117.41601,10,931.5,299.7,293.7,0,317.3,21.9,3.5,3.5,NA,NA
"35",1,1,-34,2007-10-24 14:00:00,34.461,-114.297,3,2007-10-26 00:00:00,33.99958,-117.41601,10,925.8,298.6,292.1,0,295.5,24.4,3.6,3.6,NA,NA
"36",1,1,-35,2007-10-24 13:00:00,34.627,-114.04,3.5,2007-10-26 00:00:00,33.99958,-117.41601,10,919.7,297.4,290.3,0,272.5,27.6,3.6,3.7,NA,NA
"37",1,1,-36,2007-10-24 12:00:00,34.823,-113.776,4.2,2007-10-26 00:00:00,33.99958,-117.41601,10,913,296.1,288.4,0,250,31.5,3.7,3.7,NA,NA
"38",1,1,-37,2007-10-24 11:00:00,35.023,-113.521,4.7,2007-10-26 00:00:00,33.99958,-117.41601,10,906.4,295.8,287.6,0,250,34.3,3.8,3.9,NA,NA
"39",1,1,-38,2007-10-24 10:00:00,35.192,-113.284,5.1,2007-10-26 00:00:00,33.99958,-117.41601,10,899.7,295.4,286.6,0,250,37.5,4,4,NA,NA
"40",1,1,-39,2007-10-24 09:00:00,35.328,-113.061,5.5,2007-10-26 00:00:00,33.99958,-117.41601,10,894.5,295.1,285.8,0,250,40,4.1,4.1,NA,NA
"41",1,1,-40,2007-10-24 08:00:00,35.433,-112.852,5.8,2007-10-26 00:00:00,33.99958,-117.41601,10,890.5,294.9,285.2,0,250,42.1,4.1,4.1,NA,NA
"42",2,1,0,2007-10-26 12:00:00,34,-117.416,10,2007-10-26 12:00:00,33.99958,-117.41601,10,940.1,294.1,288.9,0,250,49.6,5.8,5.9,NA,NA
"43",2,1,-1,2007-10-26 11:00:00,33.984,-117.385,9.6,2007-10-26 12:00:00,33.99958,-117.41601,10,940.6,294.4,289.3,0,250,48.4,5.8,5.9,NA,NA
"44",2,1,-2,2007-10-26 10:00:00,33.976,-117.372,9.2,2007-10-26 12:00:00,33.99958,-117.41601,10,940.9,294.8,289.6,0,250,47.2,5.8,5.9,NA,NA
"45",2,1,-3,2007-10-26 09:00:00,33.977,-117.378,8.7,2007-10-26 12:00:00,33.99958,-117.41601,10,940.9,295.1,290,0,250,46.1,5.8,5.9,NA,NA
"46",2,1,-4,2007-10-26 08:00:00,33.986,-117.402,8.2,2007-10-26 12:00:00,33.99958,-117.41601,10,940.8,295.5,290.3,0,250,45.2,5.8,5.9,NA,NA
"47",2,1,-5,2007-10-26 07:00:00,34.003,-117.443,7.6,2007-10-26 12:00:00,33.99958,-117.41601,10,940.5,295.8,290.6,0,250,44.3,5.8,5.8,NA,NA
"48",2,1,-6,2007-10-26 06:00:00,34.029,-117.501,6.9,2007-10-26 12:00:00,33.99958,-117.41601,10,940.1,296.1,290.9,0,250,43.5,5.8,5.8,NA,NA
"49",2,1,-7,2007-10-26 05:00:00,34.051,-117.571,6.3,2007-10-26 12:00:00,33.99958,-117.41601,10,940.5,297.5,292.3,0,262.2,40.3,5.9,5.9,NA,NA
"50",2,1,-8,2007-10-26 04:00:00,34.059,-117.65,5.7,2007-10-26 12:00:00,33.99958,-117.41601,10,941.5,298.9,293.7,0,273.8,37.2,5.9,6,NA,NA
"51",2,1,-9,2007-10-26 03:00:00,34.054,-117.739,5.2,2007-10-26 12:00:00,33.99958,-117.41601,10,943,300.2,295.1,0,284.3,34.3,5.9,6,NA,NA
"52",2,1,-10,2007-10-26 02:00:00,34.036,-117.839,4.5,2007-10-26 12:00:00,33.99958,-117.41601,10,944.9,301.3,296.4,0,293.2,31.6,5.9,6,NA,NA
"53",2,1,-11,2007-10-26 01:00:00,34.008,-117.95,3.8,2007-10-26 12:00:00,33.99958,-117.41601,10,947.3,302.4,297.7,0,300.2,28.9,5.8,5.9,NA,NA
"54",2,1,-12,2007-10-26 00:00:00,33.972,-118.075,2.8,2007-10-26 12:00:00,33.99958,-117.41601,10,950,303.4,298.9,0,305.3,26.4,5.7,5.8,NA,NA
"55",2,1,-13,2007-10-25 23:00:00,33.945,-118.196,1.7,2007-10-26 12:00:00,33.99958,-117.41601,10,953.1,302.2,298,0,292.4,29,5.9,6,NA,NA
"56",2,1,-14,2007-10-25 22:00:00,33.942,-118.296,0.6,2007-10-26 12:00:00,33.99958,-117.41601,10,955.4,301.1,297.1,0,281.9,31.3,6,6.1,NA,NA
"57",2,1,-15,2007-10-25 21:00:00,33.959,-118.376,0,2007-10-26 12:00:00,33.99958,-117.41601,10,956.9,300.1,296.3,0,273.1,33.3,6.1,6.2,NA,NA
"58",2,1,-16,2007-10-25 20:00:00,33.994,-118.435,0,2007-10-26 12:00:00,33.99958,-117.41601,10,957.7,299.3,295.5,0,265.2,35,6.1,6.2,NA,NA
"59",2,1,-17,2007-10-25 19:00:00,34.046,-118.472,0,2007-10-26 12:00:00,33.99958,-117.41601,10,957.9,298.5,294.8,0,257.7,36.4,6.1,6.1,NA,NA
"60",2,1,-18,2007-10-25 18:00:00,34.112,-118.485,0,2007-10-26 12:00:00,33.99958,-117.41601,10,957.3,297.8,294,0,250,37.3,6,6,NA,NA
"61",2,1,-19,2007-10-25 17:00:00,34.185,-118.479,0,2007-10-26 12:00:00,33.99958,-117.41601,10,955.6,297.5,293.6,0,250,37.1,5.8,5.8,NA,NA
"62",2,1,-20,2007-10-25 16:00:00,34.256,-118.458,0,2007-10-26 12:00:00,33.99958,-117.41601,10,953.7,297.3,293.2,0,250,36.9,5.6,5.7,NA,NA
"63",2,1,-21,2007-10-25 15:00:00,34.325,-118.421,0,2007-10-26 12:00:00,33.99958,-117.41601,10,951.6,297,292.8,0,250,36.7,5.4,5.5,NA,NA
"64",2,1,-22,2007-10-25 14:00:00,34.391,-118.367,0,2007-10-26 12:00:00,33.99958,-117.41601,10,949.2,296.7,292.3,0,250,36.5,5.3,5.3,NA,NA
"65",2,1,-23,2007-10-25 13:00:00,34.456,-118.296,0,2007-10-26 12:00:00,33.99958,-117.41601,10,946.4,296.4,291.8,0,250,36.2,5.1,5.1,NA,NA
"66",2,1,-24,2007-10-25 12:00:00,34.519,-118.205,0,2007-10-26 12:00:00,33.99958,-117.41601,10,943.4,296.1,291.2,0,250,35.8,4.9,4.9,NA,NA
"67",2,1,-25,2007-10-25 11:00:00,34.574,-118.107,0,2007-10-26 12:00:00,33.99958,-117.41601,10,940.6,297.4,292.2,0,262.7,32.6,4.7,4.8,NA,NA
"68",2,1,-26,2007-10-25 10:00:00,34.615,-118.017,0,2007-10-26 12:00:00,33.99958,-117.41601,10,938.1,298.7,293.3,0,277.2,29.5,4.6,4.6,NA,NA
"69",2,1,-27,2007-10-25 09:00:00,34.642,-117.936,0,2007-10-26 12:00:00,33.99958,-117.41601,10,936.1,300.1,294.4,0,293,26.5,4.4,4.5,NA,NA
"70",2,1,-28,2007-10-25 08:00:00,34.654,-117.867,0,2007-10-26 12:00:00,33.99958,-117.41601,10,934.7,301.4,295.6,0,309.6,23.6,4.2,4.3,NA,NA
"71",2,1,-29,2007-10-25 07:00:00,34.649,-117.811,0,2007-10-26 12:00:00,33.99958,-117.41601,10,933.9,302.7,296.8,0,326.3,20.9,4.1,4.1,NA,NA
"72",2,1,-30,2007-10-25 06:00:00,34.63,-117.77,0,2007-10-26 12:00:00,33.99958,-117.41601,10,933.7,303.9,297.9,0,342.4,18.5,3.8,3.9,NA,NA
"73",2,1,-31,2007-10-25 05:00:00,34.601,-117.74,0,2007-10-26 12:00:00,33.99958,-117.41601,10,933.9,304.5,298.6,0,409.6,17.5,3.8,3.8,NA,NA
"74",2,1,-32,2007-10-25 04:00:00,34.568,-117.72,0,2007-10-26 12:00:00,33.99958,-117.41601,10,934.4,305.1,299.2,0,475.4,16.7,3.7,3.8,NA,NA
"75",2,1,-33,2007-10-25 03:00:00,34.533,-117.708,0,2007-10-26 12:00:00,33.99958,-117.41601,10,935.1,305.7,299.8,0,538.7,15.9,3.7,3.7,NA,NA
"76",2,1,-34,2007-10-25 02:00:00,34.497,-117.707,0,2007-10-26 12:00:00,33.99958,-117.41601,10,936,306.2,300.4,0,598.5,15.2,3.6,3.7,NA,NA
"77",2,1,-35,2007-10-25 01:00:00,34.459,-117.715,0,2007-10-26 12:00:00,33.99958,-117.41601,10,937.1,306.7,301,0,654,14.6,3.6,3.6,NA,NA
"78",2,1,-36,2007-10-25 00:00:00,34.419,-117.734,0,2007-10-26 12:00:00,33.99958,-117.41601,10,938.5,307.1,301.5,0,704.3,14,3.6,3.6,NA,NA
"79",2,1,-37,2007-10-24 23:00:00,34.385,-117.74,0,2007-10-26 12:00:00,33.99958,-117.41601,10,940.2,306.1,300.7,0,634.7,15.2,3.7,3.7,NA,NA
"80",2,1,-38,2007-10-24 22:00:00,34.359,-117.711,0,2007-10-26 12:00:00,33.99958,-117.41601,10,941,305.3,300,0,574.1,16.3,3.8,3.8,NA,NA
"81",2,1,-39,2007-10-24 21:00:00,34.341,-117.644,0,2007-10-26 12:00:00,33.99958,-117.41601,10,941.1,304.5,299.2,0,518.9,17.1,3.8,3.8,NA,NA
"82",2,1,-40,2007-10-24 20:00:00,34.331,-117.539,0,2007-10-26 12:00:00,33.99958,-117.41601,10,940.3,303.8,298.5,0,465.4,17.6,3.8,3.8,NA,NA
