"","run","receptor","hour_along","traj_dt","lat","lon","height","traj_dt_i","lat_i","lon_i","height_i","pressure","theta","air_temp","rainfall","mixdepth","rh","sp_humidity","h2o_mixrate","terr_msl","sun_flux"
"1",1,1,0,2020-10-05 00:00:00,33.63,-117.676,10,2020-10-05 00:00:00,33.63003,-117.67593,10,956.2,305.3,301.3,0,300.9,38.5,9.5,9.7,NA,NA
"2",1,1,-1,2020-10-04 23:00:00,33.571,-117.791,9.6,2020-10-05 00:00:00,33.63003,-117.67593,10,959.3,304.3,300.6,0,288.4,41.2,9.8,9.9,NA,NA
"3",1,1,-2,2020-10-04 22:00:00,33.521,-117.883,9.3,2020-10-05 00:00:00,33.63003,-117.67593,10,961.8,303.5,300,0,278.1,43.8,10,10.2,NA,NA
"4",1,1,-3,2020-10-04 21:00:00,33.477,-117.953,8.9,2020-10-05 00:00:00,33.63003,-117.67593,10,963.8,302.7,299.5,0,269.5,46,10.1,10.3,NA,NA
"5",1,1,-4,2020-10-04 20:00:00,33.437,-118.002,8.5,2020-10-05 00:00:00,33.63003,-117.67593,10,965.4,302,298.9,0,262.2,48.1,10.3,10.4,NA,NA
"6",1,1,-5,2020-10-04 19:00:00,33.401,-118.031,8.1,2020-10-05 00:00:00,33.63003,-117.67593,10,966.7,301.5,298.5,0,255.8,49.8,10.3,10.5,NA,NA
"7",1,1,-6,2020-10-04 18:00:00,33.366,-118.04,7.7,2020-10-05 00:00:00,33.63003,-117.67593,10,967.7,301,298.1,0,250,51.4,10.4,10.6,NA,NA
"8",1,1,-7,2020-10-04 17:00:00,33.336,-118.034,7.5,2020-10-05 00:00:00,33.63003,-117.67593,10,968,300.5,297.7,0,250,52.6,10.4,10.6,NA,NA
"9",1,1,-8,2020-10-04 16:00:00,33.312,-118.018,7.6,2020-10-05 00:00:00,33.63003,-117.67593,10,968.1,300.2,297.3,0,250,53.5,10.4,10.5,NA,NA
"10",1,1,-9,2020-10-04 15:00:00,33.294,-117.991,8.1,2020-10-05 00:00:00,33.63003,-117.67593,10,967.9,299.8,297,0,250,54.4,10.3,10.5,NA,NA
"11",1,1,-10,2020-10-04 14:00:00,33.281,-117.954,8.8,2020-10-05 00:00:00,33.63003,-117.67593,10,967.5,299.5,296.7,0,250,55.1,10.2,10.4,NA,NA
"12",1,1,-11,2020-10-04 13:00:00,33.275,-117.906,9.7,2020-10-05 00:00:00,33.63003,-117.67593,10,966.8,299.3,296.3,0,250,55.7,10.1,10.3,NA,NA
"13",1,1,-12,2020-10-04 12:00:00,33.273,-117.847,10.9,2020-10-05 00:00:00,33.63003,-117.67593,10,965.8,299,296,0,250,56.2,10,10.2,NA,NA
"14",1,1,-13,2020-10-04 11:00:00,33.271,-117.789,12,2020-10-05 00:00:00,33.63003,-117.67593,10,964.9,298.8,295.8,0,250,58.2,10.2,10.4,NA,NA
"15",1,1,-14,2020-10-04 10:00:00,33.259,-117.744,12.8,2020-10-05 00:00:00,33.63003,-117.67593,10,964.5,298.6,295.5,0,250,60.4,10.5,10.7,NA,NA
"16",1,1,-15,2020-10-04 09:00:00,33.238,-117.713,13.3,2020-10-05 00:00:00,33.63003,-117.67593,10,964.5,298.4,295.3,0,250,62.9,10.7,10.9,NA,NA
"17",1,1,-16,2020-10-04 08:00:00,33.208,-117.694,13.4,2020-10-05 00:00:00,33.63003,-117.67593,10,965,298,295,0,250,65.6,11,11.2,NA,NA
"18",1,1,-17,2020-10-04 07:00:00,33.17,-117.688,13.2,2020-10-05 00:00:00,33.63003,-117.67593,10,966,297.6,294.6,0,250,68.7,11.3,11.5,NA,NA
"19",1,1,-18,2020-10-04 06:00:00,33.124,-117.693,12.7,2020-10-05 00:00:00,33.63003,-117.67593,10,967.3,297.2,294.3,0,250,72.2,11.6,11.8,NA,NA
"20",1,1,-19,2020-10-04 05:00:00,33.074,-117.71,12.1,2020-10-05 00:00:00,33.63003,-117.67593,10,968.5,298.2,295.4,0,272.9,68.2,11.7,12,NA,NA
"21",1,1,-20,2020-10-04 04:00:00,33.023,-117.737,11.6,2020-10-05 00:00:00,33.63003,-117.67593,10,969.8,299.2,296.5,0,291.2,64.3,11.8,12,NA,NA
"22",1,1,-21,2020-10-04 03:00:00,32.972,-117.774,11,2020-10-05 00:00:00,33.63003,-117.67593,10,971.1,300.2,297.6,0,304.9,60.4,11.8,12.1,NA,NA
"23",1,1,-22,2020-10-04 02:00:00,32.923,-117.822,10.5,2020-10-05 00:00:00,33.63003,-117.67593,10,972.6,301.1,298.6,0,314.1,56.6,11.8,12,NA,NA
"24",1,1,-23,2020-10-04 01:00:00,32.875,-117.883,9.9,2020-10-05 00:00:00,33.63003,-117.67593,10,974.1,301.9,299.6,0,319.1,52.9,11.7,11.9,NA,NA
"25",1,1,-24,2020-10-04 00:00:00,32.831,-117.956,9.2,2020-10-05 00:00:00,33.63003,-117.67593,10,975.6,302.8,300.6,0,320.5,49.2,11.5,11.7,NA,NA
"26",1,1,-25,2020-10-03 23:00:00,32.792,-118.025,8.6,2020-10-05 00:00:00,33.63003,-117.67593,10,977.4,302.1,300.1,0,302,51.2,11.5,11.8,NA,NA
"27",1,1,-26,2020-10-03 22:00:00,32.76,-118.077,8.3,2020-10-05 00:00:00,33.63003,-117.67593,10,978.8,301.5,299.6,0,288,53,11.6,11.8,NA,NA
"28",1,1,-27,2020-10-03 21:00:00,32.732,-118.111,8.4,2020-10-05 00:00:00,33.63003,-117.67593,10,979.9,301,299.2,0,277.1,54.5,11.6,11.8,NA,NA
"29",1,1,-28,2020-10-03 20:00:00,32.707,-118.128,9,2020-10-05 00:00:00,33.63003,-117.67593,10,980.8,300.5,298.8,0,268.5,55.7,11.6,11.8,NA,NA
"30",1,1,-29,2020-10-03 19:00:00,32.685,-118.127,10.1,2020-10-05 00:00:00,33.63003,-117.67593,10,981.4,300.1,298.5,0,261.6,56.7,11.6,11.8,NA,NA
"31",1,1,-30,2020-10-03 18:00:00,32.663,-118.108,11.7,2020-10-05 00:00:00,33.63003,-117.67593,10,981.5,299.9,298.2,0,256,57.4,11.5,11.8,NA,NA
"32",1,1,-31,2020-10-03 17:00:00,32.647,-118.083,13.8,2020-10-05 00:00:00,33.63003,-117.67593,10,981.1,300,298.3,0,254.6,56.8,11.5,11.7,NA,NA
"33",1,1,-32,2020-10-03 16:00:00,32.639,-118.063,16.4,2020-10-05 00:00:00,33.63003,-117.67593,10,980.5,300.2,298.5,0,253.5,56.1,11.4,11.7,NA,NA
"34",1,1,-33,2020-10-03 15:00:00,32.641,-118.049,19.5,2020-10-05 00:00:00,33.63003,-117.67593,10,979.7,300.3,298.5,0,252.7,55.3,11.4,11.6,NA,NA
"35",1,1,-34,2020-10-03 14:00:00,32.653,-118.039,23.2,2020-10-05 00:00:00,33.63003,-117.67593,10,978.7,300.5,298.6,0,251.9,54.5,11.3,11.5,NA,NA
"36",1,1,-35,2020-10-03 13:00:00,32.675,-118.034,27.5,2020-10-05 00:00:00,33.63003,-117.67593,10,977.4,300.6,298.6,0,251.1,53.7,11.1,11.3,NA,NA
"37",1,1,-36,2020-10-03 12:00:00,32.707,-118.032,32.4,2020-10-05 00:00:00,33.63003,-117.67593,10,976,300.7,298.6,0,250,52.9,10.9,11.1,NA,NA
"38",1,1,-37,2020-10-03 11:00:00,32.741,-118.033,37.4,2020-10-05 00:00:00,33.63003,-117.67593,10,974.6,300.6,298.3,0,250,53.8,11,11.2,NA,NA
"39",1,1,-38,2020-10-03 10:00:00,32.766,-118.037,41.7,2020-10-05 00:00:00,33.63003,-117.67593,10,973.6,300.5,298.2,0,250,54.9,11.1,11.3,NA,NA
"40",1,1,-39,2020-10-03 09:00:00,32.781,-118.044,45,2020-10-05 00:00:00,33.63003,-117.67593,10,973,300.4,298,0,250,56,11.2,11.4,NA,NA
