"","run","receptor","hour_along","traj_dt","lat","lon","height","traj_dt_i","lat_i","lon_i","height_i","pressure","theta","air_temp","rainfall","mixdepth","rh","sp_humidity","h2o_mixrate","terr_msl","sun_flux"
"1",1,1,0,2020-09-15 00:00:00,33.831,-117.938,10,2020-09-15 00:00:00,33.83062,-117.93845,10,955,304.3,300.2,0,303.7,39.1,9.1,9.2,NA,NA
"2",1,1,-1,2020-09-14 23:00:00,33.821,-118.069,9.7,2020-09-15 00:00:00,33.83062,-117.93845,10,957.5,303.5,299.6,0,315.8,41.4,9.3,9.4,NA,NA
"3",1,1,-2,2020-09-14 22:00:00,33.822,-118.19,9.4,2020-09-15 00:00:00,33.83062,-117.93845,10,959.7,302.7,299.1,0,326.8,43.6,9.4,9.6,NA,NA
"4",1,1,-3,2020-09-14 21:00:00,33.832,-118.301,9.1,2020-09-15 00:00:00,33.83062,-117.93845,10,961.4,302,298.5,0,337,45.7,9.6,9.7,NA,NA
"5",1,1,-4,2020-09-14 20:00:00,33.851,-118.401,8.7,2020-09-15 00:00:00,33.83062,-117.93845,10,962.8,301.4,298,0,346.7,47.6,9.6,9.8,NA,NA
"6",1,1,-5,2020-09-14 19:00:00,33.878,-118.49,8.4,2020-09-15 00:00:00,33.83062,-117.93845,10,963.8,300.8,297.6,0,356.2,49.2,9.7,9.8,NA,NA
"7",1,1,-6,2020-09-14 18:00:00,33.912,-118.567,8,2020-09-15 00:00:00,33.83062,-117.93845,10,964.6,300.3,297.2,0,366,50.7,9.7,9.9,NA,NA
"8",1,1,-7,2020-09-14 17:00:00,33.951,-118.633,7.7,2020-09-15 00:00:00,33.83062,-117.93845,10,964.3,299.3,296.1,0,344.8,54.3,9.8,9.9,NA,NA
"9",1,1,-8,2020-09-14 16:00:00,33.994,-118.686,7.4,2020-09-15 00:00:00,33.83062,-117.93845,10,963.8,298.3,295.1,0,325,57.8,9.8,9.9,NA,NA
"10",1,1,-9,2020-09-14 15:00:00,34.04,-118.728,7.2,2020-09-15 00:00:00,33.83062,-117.93845,10,963,297.4,294.1,0,306.2,61,9.7,9.9,NA,NA
"11",1,1,-10,2020-09-14 14:00:00,34.09,-118.755,7.1,2020-09-15 00:00:00,33.83062,-117.93845,10,962,296.5,293.1,0,287.8,64.1,9.6,9.8,NA,NA
"12",1,1,-11,2020-09-14 13:00:00,34.143,-118.767,7,2020-09-15 00:00:00,33.83062,-117.93845,10,960.7,295.6,292.2,0,269.4,67,9.5,9.6,NA,NA
"13",1,1,-12,2020-09-14 12:00:00,34.2,-118.763,7,2020-09-15 00:00:00,33.83062,-117.93845,10,959,294.8,291.2,0,250,69.7,9.3,9.4,NA,NA
"14",1,1,-13,2020-09-14 11:00:00,34.26,-118.753,7,2020-09-15 00:00:00,33.83062,-117.93845,10,957.8,295.2,291.5,0,250,67.9,9.2,9.4,NA,NA
"15",1,1,-14,2020-09-14 10:00:00,34.323,-118.751,7.1,2020-09-15 00:00:00,33.83062,-117.93845,10,956.8,295.6,291.8,0,250,66.1,9.2,9.3,NA,NA
"16",1,1,-15,2020-09-14 09:00:00,34.387,-118.758,7.2,2020-09-15 00:00:00,33.83062,-117.93845,10,955.8,296,292.1,0,250,64.3,9.1,9.3,NA,NA
"17",1,1,-16,2020-09-14 08:00:00,34.453,-118.775,7.3,2020-09-15 00:00:00,33.83062,-117.93845,10,955,296.4,292.4,0,250,62.5,9.1,9.2,NA,NA
"18",1,1,-17,2020-09-14 07:00:00,34.521,-118.803,7.5,2020-09-15 00:00:00,33.83062,-117.93845,10,954.4,296.8,292.8,0,250,60.8,9,9.1,NA,NA
"19",1,1,-18,2020-09-14 06:00:00,34.591,-118.843,7.7,2020-09-15 00:00:00,33.83062,-117.93845,10,954.1,297.2,293.1,0,250,59.2,9,9.1,NA,NA
"20",1,1,-19,2020-09-14 05:00:00,34.653,-118.896,7.8,2020-09-15 00:00:00,33.83062,-117.93845,10,953.5,297.9,293.8,0,250,56.4,8.9,9,NA,NA
"21",1,1,-20,2020-09-14 04:00:00,34.699,-118.963,7.8,2020-09-15 00:00:00,33.83062,-117.93845,10,953.6,298.5,294.4,0,250,53.9,8.9,9,NA,NA
"22",1,1,-21,2020-09-14 03:00:00,34.727,-119.044,7.7,2020-09-15 00:00:00,33.83062,-117.93845,10,954.3,299,295,0,250,51.8,8.8,8.9,NA,NA
"23",1,1,-22,2020-09-14 02:00:00,34.74,-119.143,7.5,2020-09-15 00:00:00,33.83062,-117.93845,10,955.6,299.4,295.5,0,250,50.1,8.8,8.9,NA,NA
"24",1,1,-23,2020-09-14 01:00:00,34.737,-119.26,7.2,2020-09-15 00:00:00,33.83062,-117.93845,10,957.5,299.7,295.9,0,250,48.9,8.8,8.9,NA,NA
"25",1,1,-24,2020-09-14 00:00:00,34.718,-119.4,6.7,2020-09-15 00:00:00,33.83062,-117.93845,10,960.1,299.7,296.2,0,250,48.3,8.8,8.9,NA,NA
"26",1,1,-25,2020-09-13 23:00:00,34.7,-119.549,6.2,2020-09-15 00:00:00,33.83062,-117.93845,10,963.7,298.9,295.8,0,259.5,50.6,8.9,9,NA,NA
"27",1,1,-26,2020-09-13 22:00:00,34.696,-119.691,5.6,2020-09-15 00:00:00,33.83062,-117.93845,10,966.8,298.3,295.4,0,263,52.4,9,9.2,NA,NA
"28",1,1,-27,2020-09-13 21:00:00,34.705,-119.825,5.1,2020-09-15 00:00:00,33.83062,-117.93845,10,969.6,297.8,295.1,0,261.1,54,9.1,9.2,NA,NA
"29",1,1,-28,2020-09-13 20:00:00,34.726,-119.95,4.6,2020-09-15 00:00:00,33.83062,-117.93845,10,972.1,297.3,294.9,0,254.2,55.2,9.1,9.3,NA,NA
"30",1,1,-29,2020-09-13 19:00:00,34.759,-120.064,4.2,2020-09-15 00:00:00,33.83062,-117.93845,10,974.1,296.9,294.7,0,250,56.1,9.2,9.3,NA,NA
"31",1,1,-30,2020-09-13 18:00:00,34.804,-120.163,3.8,2020-09-15 00:00:00,33.83062,-117.93845,10,975.7,296.7,294.6,0,250,56.7,9.2,9.3,NA,NA
"32",1,1,-31,2020-09-13 17:00:00,34.858,-120.25,3.5,2020-09-15 00:00:00,33.83062,-117.93845,10,976.3,295.8,293.7,0,250.1,60.3,9.3,9.4,NA,NA
"33",1,1,-32,2020-09-13 16:00:00,34.915,-120.327,3.2,2020-09-15 00:00:00,33.83062,-117.93845,10,976.7,294.9,292.9,0,250.2,63.7,9.3,9.4,NA,NA
"34",1,1,-33,2020-09-13 15:00:00,34.977,-120.395,3.1,2020-09-15 00:00:00,33.83062,-117.93845,10,976.9,294.1,292.1,0,250.1,66.8,9.3,9.4,NA,NA
"35",1,1,-34,2020-09-13 14:00:00,35.044,-120.455,3,2020-09-15 00:00:00,33.83062,-117.93845,10,976.4,293.4,291.4,0,250.6,69.6,9.2,9.4,NA,NA
"36",1,1,-35,2020-09-13 13:00:00,35.114,-120.508,3,2020-09-15 00:00:00,33.83062,-117.93845,10,975.6,292.8,290.7,0,250.7,72,9.1,9.3,NA,NA
